year,council,income,Roading,Transportation,Water supply,Wastewater,Solid waste/refuse,Environmental protection,Culture,Recreation and sport,Property,Emergency management,Planning and regulation,Community development,Economic development,Governance,Council support services,Other activities,Total
2014,Greater Wellington Regional Council,"Current grants, subsidies, and donations income",0,57873,0,0,0,145,0,0,0,0,0,0,0,0,0,1847,59865
2014,Greater Wellington Regional Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,0,4353
2014,Greater Wellington Regional Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416,0,2416
2014,Greater Wellington Regional Council,Sales and other operating income,0,2208,26360,0,0,0,0,1212,0,0,0,0,0,0,12589,0,42369
2014,Greater Wellington Regional Council,Total operating income,0,108817,26360,0,0,41562,0,6426,0,0,0,0,0,0,19913,15499,218577
2014,Greater Wellington Regional Council,Employee costs,0,3997,4944,0,0,14969,0,2373,0,0,0,0,0,0,1276,12916,40475
2014,Greater Wellington Regional Council,Depreciation and amortisation,0,1197,11453,0,0,1586,0,2054,0,0,0,0,0,0,279,1614,18183
2014,Greater Wellington Regional Council,"Current grants, subsidies, and donations expenditure",0,86428,0,0,0,424,0,0,0,0,0,0,0,0,0,4700,91552
2014,Greater Wellington Regional Council,Interest expenditure,0,4421,3341,0,0,3227,0,253,0,0,0,0,0,0,-2767,951,9426
2014,Greater Wellington Regional Council,Purchases and other operating expenditure,0,10207,12781,0,0,17359,0,3501,0,0,0,0,0,0,10690,3498,58036
2014,Greater Wellington Regional Council,Total operating expenditure,0,106250,32519,0,0,37565,0,8181,0,0,0,0,0,0,9478,23679,217672
2014,Greater Wellington Regional Council,Operating surplus/deficit,0,2567,-6159,0,0,3997,0,-1755,0,0,0,0,0,0,10435,-8180,905
2014,Grey District Council,Rates,2721,191,1648,2870,1325,0,957,1205,133,173,893,0,31,1119,422,185,13873
2014,Grey District Council,Regulatory income and petrol tax,169,39,0,0,0,0,0,0,0,0,1073,0,0,0,177,0,1458
2014,Grey District Council,"Current grants, subsidies, and donations income",1384,0,0,0,42,0,60,204,2,0,0,0,80,3,0,0,1775
2014,Grey District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,541
2014,Grey District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Grey District Council,Sales and other operating income,111,96,500,1542,546,0,90,462,856,7,433,0,0,98,136,0,4877
2014,Grey District Council,Total operating income,4385,326,2148,4412,1913,0,1107,1871,991,180,2399,0,111,1220,1276,185,22524
2014,Grey District Council,Employee costs,0,67,0,0,0,0,358,710,0,57,139,0,88,0,3098,0,4517
2014,Grey District Council,Depreciation and amortisation,4376,61,390,1268,165,0,126,567,204,4,179,0,0,0,160,63,7563
2014,Grey District Council,"Current grants, subsidies, and donations expenditure",0,0,0,1,0,0,488,4,0,0,0,0,85,3,422,2,1005
2014,Grey District Council,Interest expenditure,11,8,238,633,69,0,17,259,59,0,106,0,0,3,0,2,1405
2014,Grey District Council,Purchases and other operating expenditure,2004,105,818,1040,1392,0,142,1102,1002,101,520,0,160,374,1067,130,9957
2014,Grey District Council,Total operating expenditure,6391,241,1446,2942,1626,0,1131,2642,1265,162,944,0,333,380,4747,197,24447
2014,Grey District Council,Operating surplus/deficit,-2006,85,702,1470,287,0,-24,-771,-274,18,1455,0,-222,840,-3471,-12,-1923
2014,Hamilton City Council,Rates,26569,3107,8442,23000,4747,0,10280,24574,11409,0,5910,2964,1781,3747,918,41,127489
2014,Hamilton City Council,Regulatory income and petrol tax,964,3588,0,0,0,0,0,0,0,0,9226,0,0,0,820,0,14598
2014,Hamilton City Council,"Current grants, subsidies, and donations income",413,106,139,809,313,0,34,349,5,30,0,367,0,5,0,0,2570
2014,Hamilton City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,0,1279
2014,Hamilton City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,113
2014,Hamilton City Council,Sales and other operating income,2,2120,7915,3019,75,516,977,6893,11231,0,530,143,39,205,178,4,33847
2014,Hamilton City Council,Total operating income,27948,8921,16496,26828,5135,516,11291,31816,22645,30,15666,3474,1820,3957,3308,45,179896
2014,Hamilton City Council,Employee costs,847,2324,3985,3889,302,0,5954,13889,4317,282,5903,2146,382,131,13343,0,57694
2014,Hamilton City Council,Depreciation and amortisation,16475,419,6521,13248,289,0,1290,3052,11200,0,8,60,831,0,1668,0,55061
2014,Hamilton City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,169,95,226,0,0,995,0,0,1836,0,3321
2014,Hamilton City Council,Interest expenditure,6275,670,2970,4361,148,0,61,2551,4787,0,35,3,1783,0,-1010,24,22658
2014,Hamilton City Council,Purchases and other operating expenditure,10280,1426,5311,8047,1537,0,4498,10610,11022,167,4348,2489,1313,1468,3114,54,65684
2014,Hamilton City Council,Total operating expenditure,33877,4839,18787,29545,2276,0,11972,30197,31552,449,10294,5693,4309,1599,18951,78,204418
2014,Hamilton City Council,Operating surplus/deficit,-5929,4082,-2291,-2717,2859,516,-681,1619,-8907,-419,5372,-2219,-2489,2358,-15643,-33,-24522
2014,Hastings District Council,Rates,73,112,4538,6737,1004,0,0,0,0,0,0,423,266,0,0,51158,64311
2014,Hastings District Council,Regulatory income and petrol tax,523,170,55,98,0,0,63,1,0,2,3506,1,0,0,22,0,4441
2014,Hastings District Council,"Current grants, subsidies, and donations income",4442,0,0,0,225,0,22,275,17,31,0,98,0,0,0,0,5110
2014,Hastings District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,819
2014,Hastings District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130
2014,Hastings District Council,Sales and other operating income,756,1096,541,1658,5625,0,202,2272,2313,99,711,376,240,205,78,123,16295
2014,Hastings District Council,Total operating income,5794,1378,5134,8493,6854,0,287,2548,2330,132,4217,898,506,205,1049,51281,91106
2014,Hastings District Council,Employee costs,0,269,0,0,636,0,1861,5190,646,315,4595,980,1796,851,9306,55,26500
2014,Hastings District Council,Depreciation and amortisation,13116,21,1668,8048,928,0,421,1933,715,212,200,81,402,13,804,0,28562
2014,Hastings District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,89,2325,53,0,0,374,596,16,0,0,3453
2014,Hastings District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3382,3382
2014,Hastings District Council,Purchases and other operating expenditure,8792,431,1918,2814,3867,0,1357,3739,2250,401,1230,575,1212,610,3396,458,33050
2014,Hastings District Council,Total operating expenditure,21908,721,3586,10862,5431,0,3728,13187,3664,928,6025,2010,4006,1490,13506,3895,94947
2014,Hastings District Council,Operating surplus/deficit,-16114,657,1548,-2369,1423,0,-3441,-10639,-1334,-796,-1808,-1112,-3500,-1285,-12457,47386,-3841
2014,Hauraki District Council,Rates,4076,0,5649,4254,395,1226,874,2336,666,262,1378,431,808,1562,32,684,24633
2014,Hauraki District Council,Regulatory income and petrol tax,176,0,0,0,0,0,0,0,0,0,1073,0,0,0,57,0,1306
2014,Hauraki District Council,"Current grants, subsidies, and donations income",1741,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,1800
2014,Hauraki District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
2014,Hauraki District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2
2014,Hauraki District Council,Sales and other operating income,0,0,12,38,65,0,70,46,674,0,0,13,0,0,80,388,1386
2014,Hauraki District Council,Total operating income,5993,0,5661,4292,519,1226,944,2382,1340,262,2451,444,808,1562,182,1072,29138
2014,Hauraki District Council,Employee costs,0,0,10,4,0,0,290,173,0,1,44,0,125,311,8895,192,10045
2014,Hauraki District Council,Depreciation and amortisation,2957,0,2033,1398,0,236,185,553,120,0,4,16,0,4,805,201,8512
2014,Hauraki District Council,"Current grants, subsidies, and donations expenditure",15,0,0,0,0,0,4,22,0,6,0,257,90,0,274,0,668
2014,Hauraki District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,1460
2014,Hauraki District Council,Purchases and other operating expenditure,3690,0,2466,1463,395,545,166,1800,461,273,540,13,500,612,-2815,1494,11603
2014,Hauraki District Council,Total operating expenditure,6662,0,4509,2865,395,781,645,2548,581,280,588,286,715,927,8619,1887,32288
2014,Hauraki District Council,Operating surplus/deficit,-669,0,1152,1427,124,445,299,-166,759,-18,1863,158,93,635,-8437,-815,-3150
2014,Hawkes Bay Regional Council,Rates,0,1565,0,0,0,9930,0,0,0,974,323,0,1712,339,42,0,14885
2014,Hawkes Bay Regional Council,Regulatory income and petrol tax,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,1069
2014,Hawkes Bay Regional Council,"Current grants, subsidies, and donations income",0,2722,0,0,0,2336,0,0,0,94,0,0,135,66,0,0,5353
2014,Hawkes Bay Regional Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795,0,3795
2014,Hawkes Bay Regional Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6671,0,6671
2014,Hawkes Bay Regional Council,Sales and other operating income,0,108,0,0,0,5521,0,0,0,341,372,0,35,0,571,0,6948
2014,Hawkes Bay Regional Council,Total operating income,0,4395,0,0,0,17787,0,0,0,1409,1764,0,1882,405,11079,0,38721
2014,Hawkes Bay Regional Council,Employee costs,0,425,0,0,0,6448,0,0,0,978,3452,0,204,718,1263,0,13488
2014,Hawkes Bay Regional Council,Depreciation and amortisation,0,146,0,0,0,1516,0,0,0,142,165,0,39,217,0,0,2225
2014,Hawkes Bay Regional Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42
2014,Hawkes Bay Regional Council,Interest expenditure,0,0,0,0,0,801,0,0,0,14,0,0,0,118,1913,0,2846
2014,Hawkes Bay Regional Council,Purchases and other operating expenditure,0,3545,0,0,0,14074,0,0,0,1969,1994,0,1019,49,18,0,22668
2014,Hawkes Bay Regional Council,Total operating expenditure,0,4116,0,0,0,22839,0,0,0,3103,5611,0,1262,1102,3236,0,41269
2014,Hawkes Bay Regional Council,Operating surplus/deficit,0,279,0,0,0,-5052,0,0,0,-1694,-3847,0,620,-697,7843,0,-2548
2014,Horowhenua District Council,Rates,3637,0,3329,4356,334,0,2035,5371,1569,483,1796,0,0,2718,1335,11,26974
2014,Horowhenua District Council,Regulatory income and petrol tax,190,332,0,0,0,0,0,0,0,0,1550,0,0,0,557,0,2629
2014,Horowhenua District Council,"Current grants, subsidies, and donations income",1045,0,0,0,0,0,0,9,3,45,0,25,0,8,0,0,1135
2014,Horowhenua District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,175
2014,Horowhenua District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2014,Horowhenua District Council,Sales and other operating income,0,0,162,800,1824,0,259,576,2899,27,21,0,0,58,957,1,7584
2014,Horowhenua District Council,Total operating income,4872,332,3491,5156,2158,0,2294,5956,4471,555,3367,25,0,2784,3030,12,38503
2014,Horowhenua District Council,Employee costs,0,112,0,0,0,0,0,1050,0,0,142,0,0,0,6402,0,7706
2014,Horowhenua District Council,Depreciation and amortisation,5560,0,1732,1882,304,0,84,606,467,0,26,0,0,0,47,0,10708
2014,Horowhenua District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,1578,80,10,0,0,0,0,235,466,0,2369
2014,Horowhenua District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,2918
2014,Horowhenua District Council,Purchases and other operating expenditure,2977,173,1440,2179,1329,0,190,3169,2179,0,470,0,0,627,5845,11,20589
2014,Horowhenua District Council,Total operating expenditure,8537,285,3172,4061,1633,0,1852,4905,2656,0,638,0,0,862,15678,11,44290
2014,Horowhenua District Council,Operating surplus/deficit,-3665,47,319,1095,525,0,442,1051,1815,555,2729,25,0,1922,-12648,1,-5787
2014,Hurunui District Council,Rates,3641,0,4612,1144,1729,0,112,1486,249,444,1176,0,205,0,19,0,14817
2014,Hurunui District Council,Regulatory income and petrol tax,130,0,0,0,0,0,0,0,0,0,1445,0,0,0,98,0,1673
2014,Hurunui District Council,"Current grants, subsidies, and donations income",5059,0,59,0,0,0,20,0,0,0,0,0,0,0,15,0,5153
2014,Hurunui District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
2014,Hurunui District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,128
2014,Hurunui District Council,Sales and other operating income,5,0,132,0,254,0,79,312,407,26,0,0,153,21,0,13796,15185
2014,Hurunui District Council,Total operating income,8835,0,4803,1144,1983,0,211,1798,656,470,2621,0,358,21,320,13796,37016
2014,Hurunui District Council,Employee costs,550,0,687,65,98,0,365,198,102,164,1360,52,51,479,2050,3712,9933
2014,Hurunui District Council,Depreciation and amortisation,4072,0,1411,521,89,0,106,167,275,92,19,0,6,29,366,814,7967
2014,Hurunui District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,54,0,0,0,99,0,0,19,0,172
2014,Hurunui District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,794
2014,Hurunui District Council,Purchases and other operating expenditure,5189,0,2224,550,1802,0,155,767,689,388,908,82,368,158,726,5193,19199
2014,Hurunui District Council,Total operating expenditure,9811,0,4322,1136,1989,0,626,1186,1066,644,2287,233,425,666,3955,9719,38065
2014,Hurunui District Council,Operating surplus/deficit,-976,0,481,8,-6,0,-415,612,-410,-174,334,-233,-67,-645,-3635,4077,-1049
2014,Hutt City Council,Rates,0,0,12225,16868,1171,0,0,0,0,0,0,0,0,0,60073,0,90337
2014,Hutt City Council,Regulatory income and petrol tax,435,2589,0,730,0,0,150,0,0,0,3611,0,0,0,761,0,8276
2014,Hutt City Council,"Current grants, subsidies, and donations income",3390,0,0,2414,0,0,159,620,0,0,9,503,0,0,14,0,7109
2014,Hutt City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,0,677
2014,Hutt City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
2014,Hutt City Council,Sales and other operating income,218,1501,2118,342,12916,0,802,6000,210,2,1067,84,618,196,1099,0,27173
2014,Hutt City Council,Total operating income,4043,4090,14343,20354,14087,0,1111,6620,210,2,4687,587,618,196,62630,0,133578
2014,Hutt City Council,Employee costs,1217,599,0,0,0,0,5597,4334,0,0,4861,1099,392,981,8621,0,27701
2014,Hutt City Council,Depreciation and amortisation,9781,159,3277,9867,546,0,1875,2737,29,35,12,214,10,4,1504,0,30050
2014,Hutt City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,273,804,0,7,0,788,744,40,693,0,3349
2014,Hutt City Council,Interest expenditure,0,0,0,0,305,0,0,0,0,0,0,0,0,0,4336,0,4641
2014,Hutt City Council,Purchases and other operating expenditure,9986,1224,10174,14976,7091,0,2995,13804,406,512,3478,1646,1956,491,3625,0,72364
2014,Hutt City Council,Total operating expenditure,20984,1982,13451,24843,7942,0,10740,21679,435,554,8351,3747,3102,1516,18779,0,138105
2014,Hutt City Council,Operating surplus/deficit,-16941,2108,892,-4489,6145,0,-9629,-15059,-225,-552,-3664,-3160,-2484,-1320,43851,0,-4527
2014,Invercargill City Council,Rates,7503,295,6193,7311,3756,0,5330,7581,287,127,1912,507,962,1498,1399,587,45248
2014,Invercargill City Council,Regulatory income and petrol tax,447,519,1,0,0,0,126,16,0,0,2718,0,0,0,633,0,4460
2014,Invercargill City Council,"Current grants, subsidies, and donations income",2132,1070,0,0,0,0,45,155,7,0,0,396,0,0,0,0,3805
2014,Invercargill City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,683
2014,Invercargill City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,0,3900
2014,Invercargill City Council,Sales and other operating income,77,1348,1116,1027,2257,0,2294,2792,3144,190,107,23,1606,3,1160,444,17588
2014,Invercargill City Council,Total operating income,10159,3232,7310,8338,6013,0,7795,10544,3438,317,4737,926,2568,1501,7775,1031,75684
2014,Invercargill City Council,Employee costs,1,260,512,368,0,0,3083,4845,150,88,2572,104,1168,1585,6651,3,21390
2014,Invercargill City Council,Depreciation and amortisation,8257,210,2623,3884,351,0,1838,1117,515,14,85,6,7,48,505,27,19487
2014,Invercargill City Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,1352,521,0,226,40,561,1738,61,89,38,4626
2014,Invercargill City Council,Interest expenditure,273,34,402,370,0,0,284,248,452,0,9,8,0,0,52,22,2154
2014,Invercargill City Council,Purchases and other operating expenditure,4368,2350,2956,3337,4547,0,2540,3028,2118,80,2595,527,294,838,611,676,30865
2014,Invercargill City Council,Total operating expenditure,12899,2854,6493,7959,4898,0,9097,9759,3235,408,5301,1206,3207,2532,7908,766,78522
2014,Invercargill City Council,Operating surplus/deficit,-2740,378,817,379,1115,0,-1302,785,203,-91,-564,-280,-639,-1031,-133,265,-2838
2014,Kaikoura District Council,Rates,743,0,661,659,117,0,0,0,100,82,161,0,186,0,64,2397,5170
2014,Kaikoura District Council,Regulatory income and petrol tax,33,0,0,0,0,0,0,0,0,0,300,0,0,0,0,7,340
2014,Kaikoura District Council,"Current grants, subsidies, and donations income",541,0,0,0,0,7,4,3,2,0,0,101,0,0,0,0,658
2014,Kaikoura District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,163
2014,Kaikoura District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Kaikoura District Council,Sales and other operating income,9,69,153,30,16,3,28,15,355,1,2,0,1,17,43,823,1565
2014,Kaikoura District Council,Total operating income,1326,69,814,689,133,10,32,18,457,83,463,101,187,17,270,3227,7896
2014,Kaikoura District Council,Employee costs,0,0,0,0,0,34,128,26,10,52,407,82,1,372,528,0,1640
2014,Kaikoura District Council,Depreciation and amortisation,821,12,451,327,15,0,44,14,146,24,0,0,0,0,10,45,1909
2014,Kaikoura District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,2,0,0,0,1,180,0,66,0,249
2014,Kaikoura District Council,Interest expenditure,49,30,60,93,4,0,7,0,95,0,9,0,0,0,1,92,440
2014,Kaikoura District Council,Purchases and other operating expenditure,1004,10,444,288,317,20,78,147,236,59,137,127,52,92,630,772,4413
2014,Kaikoura District Council,Total operating expenditure,1874,52,955,708,336,54,257,189,487,135,553,210,233,464,1235,909,8651
2014,Kaikoura District Council,Operating surplus/deficit,-548,17,-141,-19,-203,-44,-225,-171,-30,-52,-90,-109,-46,-447,-965,2318,-755
2014,Kaipara District Council,Rates,10051,0,0,7633,745,534,389,1680,749,286,329,702,176,591,2137,51,26053
2014,Kaipara District Council,Regulatory income and petrol tax,222,0,0,0,0,0,0,0,0,0,1842,0,0,0,1269,0,3333
2014,Kaipara District Council,"Current grants, subsidies, and donations income",4186,0,0,0,0,0,0,0,0,5,0,63,0,0,0,0,4254
2014,Kaipara District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
2014,Kaipara District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Kaipara District Council,Sales and other operating income,0,0,2627,73,61,5,21,621,365,158,0,0,0,0,1260,0,5191
2014,Kaipara District Council,Total operating income,14459,0,2627,7706,806,539,410,2301,1114,449,2171,765,176,591,4686,51,38851
2014,Kaipara District Council,Employee costs,180,0,0,0,134,0,213,173,0,0,1037,0,9,501,3030,0,5277
